Blue (Band 2),Green (Band 3),Red (Band 4),NIR (Band 5),SWIR (Band 6),SWIR (Band 7),class_id
10539,12254,14040,17687,20884,18897,5
10493,12316,14071,18161,20622,18611,5
10488,12257,14124,17938,20665,18429,5
10429,12168,13951,17840,20544,18174,5
10438,12223,13960,17738,20418,18167,5
14459,17083,20011,22345,23254,21260,4
12105,14543,17023,19984,21528,19450,4
12681,15061,17687,20194,20741,18929,4
11604,13735,15675,18728,18972,17111,4
12208,14366,16117,18622,19162,17884,4
12422,14563,17119,19860,19896,18404,4
11767,13609,16001,19305,19522,17173,4
11469,13471,15848,19766,19149,16811,4
10897,12710,14478,18513,18064,15884,4
11457,13154,14557,18243,18113,16338,4
11934,14003,16858,19441,19285,17452,4
12330,14359,16712,19218,19861,17707,4
12868,15269,17834,20018,20200,18148,4
13544,15601,18319,21004,21082,18956,4
13613,16054,18941,21256,21942,19640,4
14552,16715,19745,22108,22580,20718,4
12371,14664,17017,18838,19673,17763,4
12246,13475,14916,17044,18143,17008,4
14736,16948,18968,21204,22809,21356,4
14557,17056,19711,21331,21688,19957,4
13440,15267,18246,20656,20696,18727,4
13268,15068,17077,19417,20232,18855,4
11808,13274,14520,16485,17245,15849,4
13160,15134,17553,20610,20750,18655,4
12592,14683,16486,19866,19305,17488,4
11708,13952,15936,20845,19040,16728,4
11831,14053,16281,20076,19560,17462,4
12625,15073,17427,20747,20973,18692,4
13205,15682,18266,21489,21839,19830,4
12859,14981,17516,21731,21209,18605,4
11767,14842,16719,20313,21172,18307,4
14732,17173,19866,22901,23790,21823,4
13848,16740,19920,23064,24045,21522,4
13957,16703,19774,23156,23994,21157,4
14443,16800,19764,22876,23413,21222,4
13698,16121,18728,21685,22558,20170,4
11901,13437,15515,18380,18799,16621,4
11633,13762,15439,17089,18203,15813,4
11797,13983,15964,17712,17942,15966,4
12206,13909,15979,19052,19508,16953,4
11944,13931,15989,19152,19866,17067,4
12233,14382,16960,19739,21020,17447,4
12209,14393,16770,20241,21287,17644,4
11223,13212,14814,19657,18485,15511,4
11168,13640,15517,19221,19627,16657,4
12331,14258,16456,19282,20241,17854,4
13339,15608,18100,20607,21921,19556,4
14460,16969,19495,21876,23189,21070,4
13579,15289,17587,19524,19668,17951,4
13947,16120,18682,20971,21604,19760,4
14835,17254,20171,22464,23320,21388,4
14693,16303,19332,21950,22677,20667,4
14697,17998,20860,22908,24913,21921,4
14024,16209,19232,22163,23440,20731,4
13737,17063,19190,20794,23067,20491,4
14056,15924,19418,21384,20243,18429,4
13646,16670,19249,21346,22309,19794,4
13723,16254,19246,21626,23611,21099,4
13930,16737,19628,21908,24972,22422,4
14919,17814,21072,23845,25922,23288,4
15624,18987,22095,24508,26692,23573,4
9090,10227,10535,11319,11728,10666,3
8409,9051,8740,8686,8580,8356,3
8384,9076,8705,8562,8463,8250,3
8352,9089,8676,8524,8405,8200,3
8382,9127,8686,8504,8389,8183,3
7931,9085,8782,8576,8595,8443,3
7964,9102,8778,8542,8537,8381,3
8324,9465,9357,9526,9416,9170,3
8497,9864,9466,19317,13774,10618,2
8354,9649,9136,18390,12924,10221,2
8296,9528,9029,17511,12475,9990,2
8677,10278,9888,18527,14292,11118,2
9176,11056,11072,18280,15974,12454,2
9264,11173,11257,17656,16238,12851,2
9575,11499,11926,17655,16651,13428,2
9593,11464,11948,17624,16868,13673,2
9559,11421,11890,17515,16711,13615,2
9445,11203,11596,16816,16419,13388,2
9646,11390,12073,16730,16929,13923,2
9442,11216,11624,17089,16699,13593,2
9850,11686,12698,17489,17775,15144,2
9631,11355,12176,17183,17444,14824,2
9497,11188,11712,17281,16760,13889,2
9667,11443,12102,17282,17393,14386,2
9553,11294,11800,16962,16839,13765,2
9509,11300,11774,16992,16846,13801,2
9502,11205,11720,16811,16715,13692,2
9446,11186,11583,16956,16605,13544,2
9507,11305,11716,17175,16637,13472,2
9465,11254,11478,17624,16529,13104,2
9474,11179,11431,17729,16440,13124,2
9774,11490,12207,17468,17281,14307,2
9667,11320,11960,16970,17302,14226,2
9799,11429,12280,16654,17512,14291,2
8221,9436,9190,9909,9476,9031,3
8112,9286,8907,8695,8827,8617,3
8089,9261,8893,8798,8739,8532,3
8032,9237,8854,8756,8698,8476,3
7988,9206,8833,8758,8673,8484,3
7989,9191,8848,8752,8721,8480,3
7955,9153,8816,8713,8657,8499,3
7980,9233,8945,8982,8935,8744,3
9172,10908,11481,13417,13066,12150,3
10049,11908,13202,17701,18110,15610,3
8667,10536,10882,16770,14912,12848,3
9020,10747,11265,16437,15185,13179,3
10313,11858,13544,17425,20591,17236,5
10453,12263,14231,17994,20512,18080,5
10610,12498,14470,18215,20658,18819,5
10543,12323,14138,18039,20331,18587,5
10661,12562,14492,18404,20506,18797,5
10657,12643,14634,18359,20653,19437,5
10680,12727,14752,18521,20978,19669,5
10434,12258,14192,17762,20360,18353,5
10396,12003,13660,16950,19965,17666,5
10293,11849,13358,16989,19517,17266,5
10334,12041,13784,17298,19856,17492,5
10309,12008,13769,17678,20015,17429,5
10373,12001,13733,17151,20016,17647,5
10720,12735,14725,18107,20762,19519,5
10737,12744,14812,18365,20913,19610,5
10773,12736,14855,18628,21137,19672,5
10838,12900,14987,18854,21398,19951,5
11088,13251,15416,19264,21614,20308,5
11165,13397,15547,19388,21340,19987,5
11139,13283,15460,18761,21491,20144,5
10749,12657,14662,18552,20854,19305,5
10749,12647,14572,18618,21169,19299,5
10636,12495,14385,17940,21018,18924,5
10506,12229,14005,17489,20787,18446,5
10540,12344,14159,17739,20909,18688,5
10565,12362,14134,17462,20935,18910,5
10531,12290,14062,17422,20713,18634,5
10486,12331,14162,17920,20654,18669,5
10584,12551,14464,18289,20939,18977,5
10446,12264,14123,17690,20665,18623,5
10374,12169,13878,17642,20203,18199,5
10407,12160,13866,17611,20513,18490,5
10542,12331,14133,17519,20882,18904,5
10499,12289,14057,17538,20697,18780,5
10466,12287,14029,17768,20460,18611,5
10476,12274,13992,17607,20700,18796,5
10484,12261,13954,17467,20672,18701,5
10481,12226,13960,17378,20768,18808,5
10527,12316,14159,17557,20981,18977,5
10529,12277,14110,17330,21089,19064,5
10503,12315,14176,17546,20894,18938,5
10511,12452,14390,18167,20849,18906,5
10522,12418,14269,18101,20888,18793,5
10536,12372,14215,17927,21141,18781,5
10444,12267,14034,17807,20628,18367,5
14931,17396,20784,23148,23762,21759,4
14507,16886,20065,22292,22172,20536,4
14476,16863,19815,22070,22131,20548,4
10393,12523,13813,17553,18344,16209,4
12164,14027,16263,18489,19296,17668,4
12683,14914,17028,18902,19851,18276,4
11473,13160,14544,16119,18109,15586,4
11219,13436,15372,19375,18894,16653,4
12061,14103,16437,20207,19766,17868,4
11204,13305,15164,18638,19023,16357,4
10783,12917,14514,18026,18118,15759,4
12178,13907,15922,18369,17809,15918,4
12188,14246,16812,19887,19270,17195,4
11989,14091,16582,19589,19718,17463,4
11838,13999,16579,19241,20175,17817,4
12187,14547,16767,19248,20565,18059,4
13038,15210,17557,20084,20712,18451,4
12515,15108,16835,17897,18580,17290,4
12781,13975,16147,18070,17523,16577,4
11224,13602,14812,16280,17730,16422,4
12838,14582,16464,18679,19083,18143,4
12358,14375,16548,19100,19768,18114,4
11845,13541,14955,17484,18929,17756,4
12632,14636,15956,17777,18333,17669,4
12928,14490,16413,18209,18408,17434,4
12414,14306,16024,18018,18861,17729,4
13039,14981,17437,19611,19757,18610,4
12224,14414,16583,19462,19554,17896,4
11940,14097,15489,19617,18787,17262,4
12221,14367,16242,20467,19842,17930,4
12389,14459,16674,20443,20116,18035,4
12509,14911,17215,20438,20615,18590,4
12665,15044,17103,20486,21184,18863,4
12230,14208,16429,19783,20062,17867,4
12937,15392,17799,21084,22073,19649,4
12986,15387,17748,21014,21881,19937,4
13874,17012,19545,22345,23402,21030,4
13948,16415,19224,22348,23037,20870,4
13059,15768,18186,21314,21484,18937,4
11538,13537,15330,18249,20262,17365,4
11774,13303,15279,18381,19014,16692,4
12783,14671,17072,19723,20396,18039,4
13213,15805,18163,19680,21141,18602,4
13196,15042,17565,19849,20411,18509,4
13136,14975,17462,19995,20206,18123,4
12470,14482,16844,18953,19555,17425,4
12381,14438,16676,19091,20295,17407,4
11581,13773,16078,18963,19692,16405,4
10723,12945,14628,19335,18642,15813,4
11536,14026,16543,19708,19867,17186,4
11999,14342,16322,18858,20346,17771,4
13549,16080,18826,21192,22193,19387,4
14377,17066,19960,22224,23283,20657,4
11909,13729,15001,16333,17884,15792,4
13822,15667,18056,20212,20328,19011,4
14655,16875,19612,21924,23086,21145,4
14135,16354,18606,20546,21563,19779,4
15135,17608,20693,23199,24577,21755,4
14196,16822,19686,22302,24094,21166,4
14277,16617,19302,21806,23346,20414,4
15226,16835,18958,21111,22006,20066,4
14353,17467,20047,21912,23767,21058,4
14236,16270,18928,21461,23215,21071,4
14002,16795,19569,22109,24874,22351,4
14144,16938,19714,22362,24716,22450,4
16203,19143,22495,24755,25997,23324,4
16983,19087,22466,25083,25782,23532,4
8390,9110,8833,8717,8745,8498,3
8373,9027,8734,8590,8488,8277,3
8369,9057,8689,8531,8419,8218,3
8344,9079,8679,8496,8385,8191,3
7975,9161,9052,9189,9429,9330,3
7787,9024,8714,8527,8540,8379,3
7870,9080,8761,8557,8545,8398,3
8591,10093,9672,19133,14172,10830,2
8636,10215,9736,19779,14372,10896,2
8704,10332,9943,19414,14635,11165,2
9326,11258,11500,19017,16813,13553,2
9560,11446,11920,17724,16984,13844,2
9917,11790,12764,17514,17750,14932,2
9640,11419,12044,16792,17063,14084,2
9275,11086,11190,17112,15910,12742,2
9221,11000,11047,17051,15620,12403,2
9427,11229,11569,17250,16506,13356,2
9497,11193,11719,16703,16501,13444,2
9397,11116,11446,16872,16138,12999,2
9409,11176,11478,17093,16718,13505,2
9430,11166,11611,17096,16764,13755,2
9329,10998,11301,16926,16394,13294,2
9600,11359,11981,17032,17068,14110,2
9375,11043,11365,16746,16288,13279,2
9447,11099,11556,16617,16267,13333,2
9668,11458,12169,17272,17364,14479,2
9537,11336,11782,17321,17067,13987,2
9611,11397,11910,17132,16976,13830,2
9565,11258,11751,16914,16735,13535,2
9626,11339,11814,17398,16535,13274,2
9602,11414,11848,17781,17125,13802,2
9624,11378,11863,17397,17046,13660,2
9827,11555,12358,17116,17433,14080,2
8085,9257,8949,9156,8948,8721,3
8065,9253,8861,8798,8822,8634,3
8031,9208,8826,8698,8700,8508,3
7984,9191,8858,8792,8715,8552,3
8073,9327,9046,9066,8971,8813,3
8165,9538,9420,9739,9944,9571,3
8695,10022,10323,12071,11789,10824,3
8920,10395,10771,12798,13120,11777,3
9674,11313,12230,16244,15665,13737,3
10414,12414,13880,18480,19122,16513,3
10543,12282,14241,18450,21254,18006,5
10661,12387,14321,18569,21686,18259,5
10726,12601,14622,18770,21366,18786,5
10642,12740,14813,18610,20734,19199,5
10646,12705,14659,18463,20556,19275,5
10683,12697,14726,18388,20641,19417,5
10617,12646,14678,18290,20739,19578,5
10508,12416,14283,18044,20446,18947,5
10504,12285,14098,17508,20256,18282,5
10435,12090,13765,16933,19965,17786,5
10427,12050,13691,17247,20047,17773,5
10407,12193,14001,17632,20258,18023,5
10410,12103,13832,17323,20056,17762,5
10502,12184,14004,17563,20188,18073,5
10683,12456,14399,17999,20919,19411,5
10721,12629,14635,18220,21005,19531,5
10793,12863,14899,18740,21098,19572,5
10931,12963,14878,18908,20299,18645,5
11266,13259,15151,18920,21084,19707,5
11186,13324,15463,18924,21877,20519,5
11109,13252,15492,18936,22122,20995,5
10800,12840,14922,18655,21312,19840,5
10657,12470,14291,18001,21058,19041,5
10509,12224,14046,17468,20800,18528,5
10418,12181,13989,17594,20164,18024,5
10486,12264,14049,17490,20609,18514,5
10478,12179,13901,17273,20626,18364,5
10520,12315,14117,17530,20805,18718,5
10452,12311,14111,17853,20247,18265,5
10462,12379,14198,17932,20472,18611,5
10436,12285,14033,18063,20373,18448,5
10388,12135,13877,17648,20546,18479,5
10419,12119,13924,17416,20647,18556,5
10479,12219,13940,17630,20722,18658,5
10356,12131,13793,17670,19883,17990,5
10377,12164,13884,17641,20278,18437,5
10453,12220,14038,17385,20747,18660,5
10505,12225,14061,17326,20972,18885,5
10468,12310,14120,17708,20587,18823,5
10553,12320,14136,17512,21094,19144,5
10408,12046,13767,17251,20661,18399,5
10401,12291,14083,18036,20634,18543,5
10420,12287,14151,18259,20630,18358,5
10445,12278,14125,17795,20858,18681,5
10323,12118,13883,17822,20156,17768,5
9359,10768,11634,11631,10502,9991,3
15557,18095,21194,23582,24288,22197,4
15398,18004,21008,23269,23978,21893,4
14269,16618,19668,21933,21959,20295,4
14144,16518,19806,21962,21835,20147,4
14385,17027,19880,22208,22504,20865,4
10835,13069,13060,11917,12035,11924,3
10296,12162,11380,10904,11478,11281,3
12222,14326,16254,19009,19129,17782,4
11981,14340,16254,18796,19345,17866,4
12757,14949,17444,19797,19649,18323,4
12224,14278,16629,19129,19857,17957,4
10921,12607,14185,16831,18393,15539,4
11078,13023,14785,18810,18815,16046,4
12014,14294,16396,19688,20033,17467,4
11723,13660,15826,19060,18796,16372,4
10998,12715,14624,18521,17744,15348,4
12433,14691,16670,20139,19602,17465,4
12721,14775,17244,20104,19266,17851,4
11876,14272,16636,19155,19539,17391,4
11999,14360,17043,19698,20457,18157,4
12420,14551,16911,19500,20485,18042,4
11406,13426,15516,18812,18946,16318,4
10833,13117,14536,17428,17730,15743,4
10989,12438,14012,16144,16024,15241,4
11867,14920,17092,19198,20784,18224,4
12766,14999,17623,20635,21385,18852,4
12140,14502,16468,19495,20317,18279,4
12393,14079,16303,19309,19024,17012,4
14226,17111,19819,22513,23100,20777,4
14901,17343,20180,22651,23942,21623,4
13618,15370,17692,20339,21375,19940,4
13316,15238,17455,20046,21319,19755,4
12546,14948,16996,19602,20424,18903,4
11866,14077,15830,19388,19697,18144,4
11959,13979,16107,20081,19013,17417,4
12087,14333,16182,19525,19776,18076,4
12189,14410,16449,19175,19681,18019,4
11901,13940,15676,18559,19372,17807,4
11943,13962,15757,18787,19498,17847,4
13064,15578,17591,19946,21023,19792,4
12547,14955,17576,20540,21307,19326,4
13206,15945,18445,21951,22957,20582,4
13430,15885,18345,21968,22605,20572,4
12304,14399,15987,20956,20326,17772,4
11429,13348,15074,17597,18827,16250,4
11953,13642,15550,18422,20085,17395,4
12077,14164,16040,18469,19403,17576,4
12941,15176,17687,20505,21812,19147,4
14377,16873,19765,22369,23811,20777,4
14603,17133,20121,23066,23711,20953,4
14286,16027,19082,21393,21484,19246,4
13292,15189,17696,19837,20509,18131,4
12067,14089,16281,18437,19682,17037,4
12423,14429,16910,19321,20771,17723,4
11944,14199,16513,19012,20336,17526,4
11945,14813,17057,19561,20822,17971,4
13941,16545,18955,21626,22493,20426,4
14124,17171,20075,21833,22973,20243,4
15148,17831,21314,23956,24846,21896,4
14922,17301,19888,22278,23179,21030,4
13963,16512,18734,20171,20926,19341,4
14847,16606,19861,22000,21528,19561,4
14190,16492,19096,20890,21617,19567,4
12643,14785,17058,18972,20457,17879,4
14335,15956,19105,21471,21313,18927,4
13559,16133,18718,20929,22193,19049,4
15724,17909,20935,23121,23961,21220,4
15993,18161,21468,23813,24078,21459,4
14650,17317,20003,22352,24284,21297,4
15221,17579,20704,23449,24634,21948,4
14285,16854,19636,22095,24117,21557,4
14090,16640,19531,22536,25029,22324,4
14986,17686,20682,23464,25887,23234,4
16577,19331,22716,25328,26645,23891,4
16133,18870,22689,25208,25658,23241,4
8322,9009,8762,8632,8516,8294,3
8328,8997,8699,8555,8460,8251,3
8349,9035,8672,8511,8426,8218,3
8413,9086,8766,8791,8584,8343,3
7882,9121,8877,8752,8835,8639,3
9021,10826,10684,18155,15377,11973,2
9179,11094,11035,17807,15718,12412,2
9259,11122,11238,18046,16029,12723,2
9587,11532,12088,18268,17365,14219,2
9601,11456,12021,17473,16792,13757,2
9618,11395,11919,17025,16954,13958,2
9346,11052,11313,16409,15875,12915,2
9200,11073,11019,17124,15710,12514,2
9150,10983,10959,17113,15645,12469,2
9188,10999,10976,17415,15894,12580,2
9259,10972,11118,17215,16012,12786,2
9426,11170,11539,17127,16565,13344,2
9518,11259,11775,16944,16784,13664,2
9427,11091,11607,16575,16461,13452,2
9275,10965,11211,16883,16063,12991,2
9447,11219,11714,17241,16780,13846,2
9321,11138,11381,17573,16652,13624,2
9355,11132,11425,17624,16333,13249,2
9613,11406,11973,17514,17189,14176,2
9715,11527,12204,17448,17618,14649,2
9756,11536,12218,17150,17498,14392,2
9652,11361,11946,16948,16915,13681,2
9662,11456,11968,17327,17013,13679,2
9679,11541,12110,17654,17457,14117,2
9672,11418,12006,17339,17196,13837,2
9876,11572,12437,17188,17709,14455,2
8468,9783,9714,10840,10991,10052,3
8363,9629,9584,10135,9802,9515,3
8317,9510,9366,10454,9798,9454,3
8535,9838,9929,11302,10974,10238,3
8991,10684,11200,12911,12787,11891,3
9723,11439,12560,15431,16183,14266,3
10130,12067,13619,18126,18478,15928,3
10483,12492,13918,18646,19267,16937,3
10665,12464,14494,18934,22010,18068,5
10678,12462,14507,19000,21974,17983,5
10605,12428,14440,18877,21517,18225,5
10729,12763,14917,18875,21320,19466,5
10818,12916,15021,18784,21033,19648,5
10722,12722,14714,18483,20643,19192,5
10575,12540,14551,18320,20513,19100,5
10683,12680,14772,18546,20989,19538,5
10742,12664,14648,18179,20880,19305,5
10551,12287,14072,17354,20228,18298,5
10437,12077,13759,17074,19934,17785,5
10453,12236,13995,17413,20245,18267,5
10480,12221,13998,17510,20191,18093,5
10511,12243,14045,17681,20225,18033,5
10807,12812,14876,18206,21232,20024,5
10701,12707,14700,18300,20543,19386,5
10569,12565,14545,18662,20351,18654,5
10792,12825,14766,18861,20937,19407,5
11097,13373,15618,19219,22083,20704,5
11013,13156,15467,18931,21868,20519,5
11074,13200,15542,19024,21716,20389,5
10948,13186,15444,18858,21600,20492,5
10636,12516,14367,18227,20741,18926,5
10421,12163,13782,17562,20398,18227,5
10439,12311,14026,17891,20372,18420,5
10444,12299,14058,17886,20332,18324,5
10465,12211,13976,17515,20536,18331,5
10545,12296,14109,17462,20895,18696,5
10554,12376,14119,17653,20729,18705,5
10439,12162,13833,17482,20356,18252,5
10509,12359,14169,17752,20753,18775,5
10386,12175,13826,17737,20403,18465,5
10385,12126,13746,17629,20299,18332,5
10446,12214,13988,17683,20445,18475,5
10304,12099,13694,17811,19687,17958,5
10350,12168,13800,17916,19930,17948,5
10577,12409,14218,17717,21007,19073,5
10506,12250,14038,17230,20994,18980,5
10472,12200,13972,17480,20765,18733,5
10295,12203,14004,17782,19906,18224,5
10388,12193,13969,17600,20628,18565,5
10230,11828,13367,17634,20143,17726,5
10321,12204,14010,17877,20303,18267,5
10265,12114,13864,17708,20128,18169,5
15699,18191,21659,24119,24539,22487,4
14848,17142,20082,22259,22535,20760,4
15065,17690,20819,22986,24158,21157,4
13934,16323,19172,21661,22601,20372,4
14428,17080,19847,22239,23590,21783,4
14774,17406,21015,23498,23922,21563,4
14963,17654,21169,23079,23093,21312,4
10511,12676,13652,13480,12160,11789,3
11887,13869,15650,17777,18061,17070,4
12738,14764,17211,19216,19571,18064,4
11993,13746,15685,19210,19180,17542,4
12077,14127,16341,19259,19273,17119,4
12916,15068,17154,19370,20314,18325,4
13024,15486,17720,20663,20761,18556,4
13251,15575,18263,21328,21150,18951,4
13410,15609,18227,21066,21056,18962,4
13160,15620,17895,21115,21079,19101,4
13076,15633,18008,21347,21202,19445,4
12715,14952,17126,19555,19264,17956,4
12758,15123,17091,19589,20052,18369,4
12521,14525,17219,20045,20690,18636,4
11838,14273,16241,20370,20494,17885,4
11008,12845,14071,19167,17135,15082,4
9922,11795,13106,15920,15322,13341,4
11446,13009,14730,16873,17549,16657,4
13042,15809,18106,20702,21933,19799,4
13768,16237,18167,21014,20649,18696,4
12992,14713,17107,20429,21021,18546,4
14471,17079,19350,22985,24720,22300,4
16045,18774,21947,24522,25625,23120,4
15167,17473,19715,22131,23553,21482,4
14551,16507,19095,21846,23713,21376,4
14741,17473,20025,22590,24351,22218,4
15052,18350,20804,23229,24908,22870,4
14257,16908,19661,22926,23884,21335,4
12766,14756,16468,20533,20915,18954,4
